id,title,role,status,sourceFile,content
ARC-003,ARC-003 — Processing flow during Antora build,design,,architecture.adoc,"""The following sequence shows how an AsciiDoc file flows through the system during an Antora build:

[plantuml]
----
include::example$sequence-diagram.puml[]
----

[width=100%, cols=""""25,75"""", options=""""header""""]
|===
| Participant | Role in processing

| Antora Build
| Triggers `contentClassified` (per-page document processing) and `sitePublished` (matrix generation after all pages). Provides the content catalog.

| `AntoraTraceabilityExtension`
| Event handler registration. Orchestrates the three processing passes and matrix sync. Reads playbook config to determine preset, config path, output directory.

| `RequirementsTraceabilityExtension`
| Core API. Owns the graph, delegates to parser and generators. Same class used by CLI without Antora events.

| `DocumentParser`
| Regex-based extraction of `[item]` blocks and inline relationship macros from raw AsciiDoc content. Returns `ParserResult { items, relationships }`.

| `TraceabilityGraph`
| In-memory graph. Validates relationships against config rules (`isRelationAllowed`). Provides query methods used by macro expansion and matrix generation.

| `MatrixGenerator`
| Queries graph for items by role, computes per-cell coverage using `coverageRelations`, delegates HTML rendering to `TemplateRenderer`.

| `TemplateRenderer`
| Mustache-based HTML rendering. Built-in templates with custom template directory support.

| `Neo4jExporter`
| Optional export. Serializes graph to CSV (`nodes.csv`, `relationships.csv`) or Cypher (`import.cypher`) via `LOAD CSV` or `CREATE` statements.
|===

.Pass ordering within contentClassified

The extension runs four passes inside `contentClassified`. The sequence diagram above shows the Antora-level flow; this diagram focuses on the internal pass structure.

[plantuml]
----
include::example$pass-pipeline.puml[]
----

[width=100%, cols=""""15,40,15,30"""", options=""""header""""]
|===
| Pass | What happens | Scope | Why ordering matters

| Pass 1
| `processAsciiDocFile()` — DocumentParser extracts items + relationships, populates TraceabilityGraph. Both pages and partials are processed.
| Pages + partials
| Graph must be complete before Pass 3 can resolve cross-file `addresses:TARGET[]` references. Partials are only processed here — they skip subsequent passes.

| Pass 2
| `expandRelationMacros(file, macroName)` — replace `traceability:outgoing[]`, `traceability:incoming[]`, and `traceability:links[]` with formatted relationship lists (grouped by type, configurable style/order); macroName is `outgoing`, `incoming`, or `links`.
| Pages only
| Depends on complete graph from Pass 1 to enumerate relationships. Opt-in via `:traceability-links:` document attribute.

| Pass 2b
| `expandGraphMacros()` + `expandCoverageMacros()` — replace `traceability:graph[]` and `traceability:graph-coverage[]` with Kroki image URLs (DOT and Vega-Lite).
| Pages only
| Uses `toDot()` / `toVegaLite()` on the graph. Opt-in via `:traceability-graph:` document attribute. Independent of Pass 2.

| Pass 3
| `substituteLinksInFile()` — replace `addresses:REQ-001[]` with `xref:page.html#ID` (pages) or `link:URL#ID` (partials). Also runs `injectTitleIds()` and `unindentItemMacros()`.
| Pages only
| Needs complete graph (all sourceFiles known) from Pass 1. This is why Pass 1 processes all files before any macro expansion.
|===

Key timing characteristics:

- *Synchronous init*: `AntoraTraceabilityExtension` constructor initializes the traceability graph synchronously (config/preset loading is a synchronous file read) before any event handler is registered. This eliminates the race where a `contentClassified` event could fire before the graph is ready.
- *Single-pass processing*: `process()` call does both parsing and graph population in one call. No separate relationship processing pass needed.
- *Lazy rendering*: Templates are loaded and compiled on first use, cached thereafter.

addresses:REQ-001[]
addresses:REQ-002[]
addresses:REQ-004[]
addresses:REQ-005[]
addresses:REQ-013[]
addresses:REQ-014[]
addresses:REQ-016[]
addresses:REQ-017[]
addresses:REQ-029[]
addresses:REQ-035[]"""
ARC-013,ARC-013 — ESM module system,design,,architecture.adoc,"""ESM (`""""type"""": """"module""""` in package.json) is used throughout the project. This
choice enables modern `import`/`export` syntax, the `node:` protocol for built-in
modules, and alignment with browser JavaScript. The tradeoff is that Antora's
extension loader uses `require()`, requiring `.cjs` wrappers for integration
points (see xref:adr/0001-esm-over-cjs.adoc[ADR-001]).

addresses:QA-055[]"""
ARC-014,ARC-014 — Dependency injection by constructor,design,,architecture.adoc,"""All modules accept their dependencies via constructor parameters. There is no
service locator, DI container, or global state. `TraceabilityGraph` receives
`ConfigLoader`, `MatrixGenerator` receives `TraceabilityGraph` and `ConfigLoader`,
and `DocumentParser` receives `ConfigLoader` optionally. This makes every
component independently testable without mocking frameworks (see
xref:adr/0004-zero-framework.adoc[ADR-004]).

addresses:QA-059[]"""
ARC-004,ARC-004 — Key architectural decisions and their rationale,design,,architecture.adoc,"""This section captures the design decisions from `openspec/changes/unified-item-architecture/design.md`.

[width=100%, cols=""""20,50,30""""]
|===
| Decision | Rationale | Alternatives Considered

| Single `[item]` macro with `role` attribute
| Simplifies mental model, enables user-defined roles without code changes, reduces parser duplication
| Keep separate macros (two ways to do things), role as positional parameter (less readable)

| Configuration-based roles and relations (YAML)
| Separates concerns, enables validation, allows presets, version-controllable
| Hardcoded roles (inflexible), JSON (less readable), JS config (more complex)

| Role-based relation validation at processing time
| Catches errors early, prevents invalid graphs, provides clear messages
| No validation (allows invalid graphs), warning only (users miss issues), runtime validation (too late)

| Mustache templates for HTML
| Separates presentation from logic, enables user customization, already working from prior work
| Embedded HTML generation (code duplication), other template engines (Mustache was already in place)

| Neo4j export (not custom query engine)
| Mature graph query capabilities, Cypher is industry standard, no need to build query language
| Custom DSL (high effort), GraphQL (not graph-optimized), Gremlin (less popular)

| Built-in presets for common domains
| Gives starting points, reduces config burden, demonstrates best practices
| No presets (must define from scratch), default roles (conflicts with flexibility goal)

| No default roles
| Forces explicit configuration, prevents domain model assumptions
| Default roles (simpler but less flexible), fallback behavior (complex transition logic)

| Unknown roles = warnings (not errors)
| Graceful degradation, partial config allowed, incremental role adoption
| Error on unknown (too strict), silent ignore (users miss config issues)

| Manual regex parsing over Asciidoctor.js extensions
| Simpler, version-independent, easier to test, works consistently across Asciidoctor.js versions
| Asciidoctor.js block processors (complex, version-dependent API)

| Config-driven matrix generation
| Users define which roles go on rows and columns, which relations count as coverage
| Hardcoded matrix types (req-impl, req-test, full) — inflexible for domain models with different roles

| In-memory source substitution for clickable links
| After processing, replace `addresses:REQ-001[]` with Asciidoctor xrefs in the content catalog buffer. Two-pass approach ensures cross-file targets are resolved. No disk writes.
| HTML post-processing (PDF-incompatible), Asciidoctor inline macro extension (API dependency)

| Dedicated LinkResolver component
| Separates path resolution from matrix generation, makes link generation configurable and testable in isolation. Robust `itemToHtmlPath` strips `pages/` prefix and `.adoc` extension from any sourceFile format.
| Link generation in MatrixGenerator (mixes concerns), template-level logic (Mustache cannot do complex path manipulation)
|===

addresses:REQ-010[]

addresses:REQ-006[]
addresses:REQ-007[]
addresses:REQ-008[]
addresses:REQ-013[]
addresses:REQ-015[]
addresses:REQ-018[]
addresses:REQ-024[]
addresses:REQ-028[]
addresses:REQ-029[]
addresses:REQ-034[]"""
TST-001,TST-001 — Core Extension Tests,test,,test-plan.adoc,"""Test file: `test/v2-unified-item-architecture.test.ts`

Tests the `RequirementsTraceabilityExtension` orchestrator — initialization, processing, query methods, role statistics, lifecycle. Covers the public API surface of the main extension class.

verifies:REQ-001[]
verifies:REQ-002[]
verifies:REQ-003[]
verifies:REQ-004[]
verifies:REQ-005[]
verifies:REQ-029[]
verifies:REQ-030[]
verifies:REQ-034[]

traceability:links[]

traceability:graph[]"""
TST-002,TST-002 — Antora Extension Tests,test,,test-plan.adoc,"""Test file: `test/antora-extension.test.ts`

Tests the `AntoraTraceabilityExtension` — initialization with default config, preset, config path, and disabled state. Tests event handler registration, content processing via `contentClassified` event (in-memory only, never touches disk), matrix generation via `sitePublished` event, and API access patterns. Also tests `traceability:outgoing[]` and `traceability:incoming[]` macro expansion with configurable display style, sort order, collapsible sections, and opt-in behavior. Tests `traceability:graph[]` and `traceability:graph-coverage[]` macro expansion with graph-enabled and graph-disabled modes, including global coverage, explicit target IDs, and header exclusion. Tests automatic matrix sync to component `_attachments` directories during `sitePublished`.

verifies:REQ-035[]
verifies:REQ-040[]
verifies:REQ-044[]
verifies:REQ-045[]
verifies:REQ-047[]
verifies:REQ-048[]
verifies:REQ-050[]
verifies:REQ-051[]
verifies:REQ-052[]
verifies:REQ-055[]
verifies:REQ-057[]

traceability:links[]"""
TST-003,TST-003 — CLI Tests,test,,test-plan.adoc,"""Test file: `test/cli.test.ts`

Tests the Commander-based CLI — process command (valid content, empty content, invalid paths, malformed macros), matrix command (generation, empty graph), validate command (invalid graph state), export command (empty graph), stats command (empty statistics), preset commands (invalid names, init, listing), help command, and next-id command (sequential ID generation, padding preservation, prefix matching).

verifies:REQ-009[]
verifies:REQ-010[]
verifies:REQ-026[]
verifies:REQ-036[]
verifies:REQ-056[]

traceability:links[]"""
TST-004,TST-004 — ConfigLoader Tests,test,,test-plan.adoc,"""Test file: `test/config-loader.test.ts`

Tests the `ConfigLoader` — initialization, built-in preset listing and loading, preset structure validation, configuration loading from file, missing file handling, invalid YAML handling, role and relation validation, matrix definition retrieval, configuration merging, and error messages for invalid configurations and preset names.

verifies:REQ-006[]
verifies:REQ-007[]
verifies:REQ-008[]
verifies:REQ-010[]
verifies:REQ-011[]
verifies:REQ-012[]
verifies:REQ-018[]
verifies:REQ-019[]
verifies:REQ-020[]
verifies:REQ-021[]
verifies:REQ-022[]
verifies:REQ-023[]

traceability:links[]"""
TST-005,TST-005 — Graph and API Tests,test,,test-plan.adoc,"""Test file: `test/graph-and-api.test.ts`

Tests the `TraceabilityGraph` (Section 4 — extended queries: merge, getRelatedItems, getItemsWithRelationTo, getRelationshipsByRoles, findPath, getImpactAnalysis) and graph visualization methods (`toDot`, `toVegaLite`). Tests graph integrity validation including circular reference detection (direct, indirect, self-referencing cycles). Also tests `RequirementsTraceabilityExtension` API methods (Section 5 — processFiles, validate, export, coverage, config access, preset management, lifecycle).

verifies:REQ-013[]
verifies:REQ-014[]
verifies:REQ-015[]
verifies:REQ-016[]
verifies:REQ-017[]
verifies:REQ-031[]
verifies:REQ-032[]
verifies:REQ-033[]
verifies:REQ-053[]
verifies:REQ-058[]

traceability:links[]"""
TST-006,TST-006 — MatrixGenerator Tests,test,,test-plan.adoc,"""Test file: `test/matrix-generator.test.ts`

Tests the `MatrixGenerator` — basic matrix generation with empty graph, matrix generation with default and named configurations, role-based matrix rows and columns, coverage percentage calculation and status determination, coverage relation filtering, CSV export, HTML export, JSON export, coverage report generation, and edge cases (no matching items, missing titles, missing source files, unknown matrix names).

verifies:REQ-008[]
verifies:REQ-029[]
verifies:REQ-037[]
verifies:REQ-038[]
verifies:REQ-039[]
verifies:REQ-042[]
verifies:REQ-043[]

traceability:links[]"""
TST-007,TST-007 — Neo4jExporter Tests,test,,test-plan.adoc,"""Test file: `test/neo4j-exporter.test.ts`

Tests the `Neo4jExporter` — empty graph CSV export, items and relationships in CSV, all attributes in export, special character escaping, empty graph Cypher export, items and relationships in Cypher, `includeContent` option, `includeAllAttributes` option, output directory creation, multiple role types, and export result counts and file paths.

verifies:REQ-024[]
verifies:REQ-025[]
verifies:REQ-027[]
verifies:REQ-028[]

traceability:links[]"""
TST-008,TST-008 — Relationship Link Substitution Tests,test,,test-plan.adoc,"""Test file: `test/relationship-link-substitution.test.ts`

Tests the in-memory regex substitution that replaces relationship macros with Asciidoctor xrefs. Covers same-page xref generation, cross-page xref generation with basename path resolution, orphan reference handling, non-relationship text preservation, hyphenated/dotted IDs, missing sourceFile fallback, and surrounding text preservation.

verifies:REQ-010[]
verifies:REQ-046[]

traceability:links[]"""
QA-055,QA-055 — Zero operational overhead,requirement,,quality/zero-operational-overhead.adoc,"""The extension SHALL operate without requiring external services, databases, or runtime dependencies beyond Node.js standard library and a minimal set of npm packages. Optional features such as Neo4j export SHALL degrade gracefully when not configured.

Source: openspec/changes/archive/2026-07-28-add-pdf-output/specs/pdf-output/spec.md"""
QA-056,QA-056 — Configurable without code changes,requirement,,quality/configurable-without-code.adoc,"""The extension SHALL allow users to define roles, relations, and matrices entirely in YAML configuration. Built-in presets SHALL be overridable via the `extends` mechanism. Items with roles not yet in the configuration SHALL generate warnings rather than errors.

Source: openspec/changes/archive/2026-07-28-add-pdf-output/specs/pdf-output/spec.md"""
QA-057,QA-057 — Fail-fast with clear diagnostics,requirement,,quality/fail-fast-diagnostics.adoc,"""The extension SHALL validate every relationship against configured role-relation rules. Error messages SHALL include file path, line number, source and target item IDs with roles, the invalid relation type, and the list of allowed alternatives. Cross-file references SHALL be re-validated after all files are loaded.

Source: openspec/changes/archive/2026-07-28-add-pdf-output/specs/pdf-output/spec.md"""
QA-058,QA-058 — No side effects on source files,requirement,,quality/no-side-effects.adoc,"""All content transformations SHALL operate on in-memory buffers. Source `.adoc` files SHALL never be modified by the extension. Processing the same file twice SHALL produce the same result.

Source: openspec/changes/archive/2026-07-28-add-pdf-output/specs/pdf-output/spec.md"""
QA-059,QA-059 — Testability by design,requirement,,quality/testability-by-design.adoc,"""Each module SHALL accept dependencies via constructor parameters. Each module SHALL have a dedicated test file. The traceability graph SHALL expose internal state for test access. The full test suite SHALL complete in under 500 ms.

Source: openspec/changes/archive/2026-07-28-add-pdf-output/specs/pdf-output/spec.md"""
QA-060,QA-060 — PDF compatibility of generated output,requirement,,quality/pdf-compatibility.adoc,"""Generated output from \`traceability:outgoing[]\` and \`traceability:incoming[]\` SHALL be standard AsciiDoc constructs — not raw HTML — ensuring compatibility with both HTML and PDF backends.

Source: openspec/specs/traceability-links-macro/spec.md"""
